"    Бытовая техника","","","",""
"            Мойки","","","",""
"                Мотокоса Vitals BK4319o","50490","2065","","в резерве"
"                Мотокоса Vitals BK4323t                                                                ►НОВИНКА◄","50804","1971","","в резерве"
"                Мотокоса Vitals BK4919o","40297","2129","","нет"
"                Мотокоса Vitals BK4925o","50491","2158","","достаточно"
"                Мотокоса Vitals BK5225t                                                                ►НОВИНКА◄","50805","2065","","достаточно"
"                Мотокоса Vitals Master BK4314r","41312","2376","","в резерве"
"                Мотокоса Vitals Master BK4917r","41313","2440","","нет"
"                Мотокоса Vitals Master BK5222а","47951","2315","","нет"
"                Мотокоса Vitals Professional BK5223a","47952","2565","","нет"
"            Мотокосы ""Кентавр""","","","",""
"                Мотокоса ""Кентавр МК-4324Н""                 ","40050","1689","","нет"
"                Мотокоса ""Кентавр МК-4324НК""","40051","1736","","нет"
"                Мотокоса ""Кентавр МК-4331Т""               ","47303","1721","","нет"
"                Мотокоса ""Кентавр МК-4331ТК""              ","47305","1768","","достаточно"
"                Мотокоса ""Кентавр МК-5232Н""               ","43584","1750","","нет"
"                Мотокоса ""Кентавр МК-5232НК""","40052","1864","","нет"
"                Мотокоса ""Кентавр МК-5236Т""              ","47304","1721","","в резерве"
"                Мотокоса ""Кентавр МК-5236ТК""             ","47306","1768","","нет"
"                Мотокоса ""Кентавр МК-5240ТК""             ","47307","2033","","заканчиваются"
"        Мотопомпы","","","",""
"            Мотопомпы Vitals","","","",""
"                Мотопомпа бензиновая Vitals USK 2-30b                                      ►НОВИНКА◄","51266","3582","","нет"
"                Мотопомпа бензиновая Vitals USK 3-60b                                      ►НОВИНКА◄","51267","4048","","нет"
"                Мотопомпа бензиновая Vitals USK 4-100b                                    ►НОВИНКА◄","51269","9901","","в резерве"
"                Мотопомпа бензиновая Vitals USK 4-110b                                    ►НОВИНКА◄","51271","10163","","в резерве"
"            Мотопомпы Кентавр","","","",""
"                Мотопомпа ""Кентавр ВБМ25-2""","43883","2457","","нет"
"                Мотопомпа ""Кентавр ВБМ25""","43885","3289","","нет"
"                Мотопомпа ""Кентавр ВБМ40-2""","43884","2780","","нет"
"                Мотопомпа бензиновая ""Кентавр КБМ100""","44895","8416","","в резерве"
"                Мотопомпа бензиновая ""Кентавр КБМ100П""","44896","8998","","в резерве"
"                Мотопомпа бензиновая ""Кентавр КБМ100ПК""","51270","9231","","в резерве"
"                Мотопомпа бензиновая ""Кентавр КБМ50""","41449","3261","","нет"
"                Мотопомпа бензиновая ""Кентавр КБМ80""","41450","3669","","нет"
"                Мотопомпа бензиновая ""Кентавр КБМ80ГКР""","51268","6843","","нет"
"                Мотопомпа бензиновая ""Кентавр ЛБМ100""","40900","8754","","нет"
"                Мотопомпа бензиновая ""Кентавр ЛБМ100П""","40901","9181","","нет"
"                Мотопомпа бензиновая ""Кентавр ЛБМ100ПК""","49584","9409","","нет"
"                Мотопомпа бензиновая ""Кентавр ЛБМ50""","40898","3501","","нет"
"                Мотопомпа бензиновая ""Кентавр ЛБМ80""","40899","3933","","нет"
"                Мотопомпа бензиновая ""Кентавр ЛБМ80ВН""","40903","5068","","нет"
"                Мотопомпа бензиновая ""Кентавр ЛБМ80ГКР""","40902","6787","","нет"
"                Мотопомпа дизельная ""Кентавр ЛДМ100""","41708","13453","","нет"
"                Мотопомпа дизельная ""Кентавр ЛДМ100Б""","43769","13820","","нет"
"                Мотопомпа дизельная ""Кентавр ЛДМ100БЭ""","43770","15970","","нет"
"                Мотопомпа дизельная ""Кентавр ЛДМ100Э""","40905","15601","","в резерве"
"                Мотопомпа дизельная ""Кентавр ЛДМ50""","43768","8692","","нет"
"                Мотопомпа дизельная ""Кентавр ЛДМ80""","40904","9489","","нет"
"                Мотопомпа Кентавр ВБМ-25-2Б                                                    ►НОВИНКА◄","50364","2501","","достаточно"
"                Мотопомпа Кентавр ВБМ-40-2Б                                                    ►НОВИНКА◄","50365","2679","","достаточно"
"        Насосное оборудование","","","",""
"            Комплектующие насосных станций","","","",""
"                Гидроаккумулятор 100л Vitals aqua (EPDM)","48877","2311","","нет"
"                Гидроаккумулятор 24л Vitals aqua (EPDM)","47603","512","","нет"
"                Гидроаккумулятор 24л Vitals aqua (натур.резина)","47602","549","","нет"
"                Гидроаккумулятор 24л Vitals aqua нерж. (EPDM)","48878","1348","","заканчиваются"
"                Гидроаккумулятор 50л Vitals aqua (EPDM)","47604","963","","нет"
"                Гидроаккумулятор 80л Vitals aqua (EPDM)","48876","2041","","заканчиваются"
"                Мембрана для гидроаккумулятора 24л EPDM","47605","96","","достаточно"
"                Мембрана для гидроаккумулятора 50л EPDM","47606","250","","достаточно"
"                Переходник 5-ходовой","47598","112","","заканчиваются"
"                Реле давления механическое FSG-2 (внешняя резьба)","50067","89","","достаточно"
"                Реле давления механическое FSG-2 (внутренняя резьба)","47596","89","","достаточно"
"                Реле давления механическое IP44 PM/5 (внешняя резьба)","50066","108","","достаточно"
"                Реле давления механическое IP44 PM/5 (внутренняя резьба)","47597","108","","достаточно"
"                Реле давления механическое SKE (внутренняя резьба)","50065","73","","достаточно"
"                Шланг гибкий для насосной станции 50см","47599","148","","нет"
"                Шланг гибкий для насосной станции 60см","47600","200","","заканчиваются"
"                Шланг гибкий для насосной станции 80см","47601","222","","заканчиваются"
"            Контроллеры давления автоматические","","","",""
"                Контроллер давления автоматический Vitals aqua AM 4-10e","47595","589","","заканчиваются"
"                Контроллер давления автоматический Vitals aqua AP 4-10e","47594","636","","заканчиваются"
"                Контроллер давления автоматический Vitals aqua AP 4-10s","47593","666","","заканчиваются"
"            Насосные станции","","","",""
"                Насосная станция вихревая Vitals aqua APQ 435-24e","47580","2311","","заканчиваются"
"                Насосная станция вихревая Vitals aqua APQ 435-2g","47577","1591","","нет"
"                Насосная станция вихревая Vitals aqua APQ 845-24е","48881","2696","","заканчиваются"
"                Насосная станция вихревая Vitals aqua AVQ 437-2eg","47579","2427","","нет"
"                Насосная станция вихревая Vitals aqua AVQ 437-2g","47578","2111","","нет"
"                Насосная станция струйная Vitals aqua AJ 1055-24e","47584","3428","","достаточно"
"                Насосная станция струйная Vitals aqua AJ 1055-50e","47585","3890","","достаточно"
"                Насосная станция струйная Vitals aqua AJ 745-24e","47581","3143","","заканчиваются"
"                Насосная станция струйная Vitals aqua AJ 845g","47582","3478","","заканчиваются"
"                Насосная станция струйная Vitals aqua AJ 950-24e","47583","3313","","достаточно"
"                Насосная станция струйная Vitals aqua AJS 1050-24e","47591","3351","","заканчиваются"
"                Насосная станция струйная Vitals aqua AJS 1050-50e","47592","3852","","достаточно"
"                Насосная станция струйная Vitals aqua AJS 1155-24e","49864","3428","","достаточно"
"                Насосная станция струйная Vitals aqua AJS 1155-50e","48882","3929","","достаточно"
"                Насосная станция струйная Vitals aqua AJS 745-24e","47590","3158","","достаточно"
"                Насосная станция струйная Vitals aqua AJW 1060-24e","47587","3313","","достаточно"
"                Насосная станция струйная Vitals aqua AJW 1170-24e","47588","3428","","достаточно"
"                Насосная станция струйная Vitals aqua AJW 1170-50e","47589","3929","","достаточно"
"                Насосная станция струйная Vitals aqua AJW 755-24e","47586","3082","","заканчиваются"
"            Насосы поверхностные","","","",""
"                Насос поверхностный вихревой Vitals aqua PQ 1165e","48879","1887","","достаточно"
"                Насос поверхностный вихревой Vitals aqua PQ 435e","47564","1028","","достаточно"
"                Насос поверхностный вихревой Vitals aqua PQ 845e","47565","1618","","достаточно"
"                Насос поверхностный струйный Vitals aqua J 1055e","47571","2234","","достаточно"
"                Насос поверхностный струйный Vitals aqua J 745e","47569","1964","","достаточно"
"                Насос поверхностный струйный Vitals aqua J 950e","47570","2041","","достаточно"
"                Насос поверхностный струйный Vitals aqua JS 1050e","47576","2273","","достаточно"
"                Насос поверхностный струйный Vitals aqua JS 1155e","48880","2350","","достаточно"
"                Насос поверхностный струйный Vitals aqua JS 745e","47575","2041","","достаточно"
"                Насос поверхностный струйный Vitals aqua JW 1060e","47573","2311","","достаточно"
"                Насос поверхностный струйный Vitals aqua JW 1170e","47574","2388","","достаточно"
"                Насос поверхностный струйный Vitals aqua JW 755e","47572","1964","","достаточно"
"                Насос поверхностный центробежный Vitals aqua CP 1010e","47950","2157","","нет"
"                Насос поверхностный центробежный Vitals aqua CP 1111e","47568","2311","","нет"
"                Насос поверхностный центробежный Vitals aqua CP 670e","47566","1618","","достаточно"
"            Насосы погружные дренажные","","","",""
"                Насос погружной дренажно-фекальный Vitals aqua KC 711o","47611","2850","","нет"
"                Насос погружной дренажно-фекальный Vitals aqua KC 914o","47612","2997","","достаточно"
"                Насос погружной дренажно-фекальный Vitals aqua KCG 913o","47613","3852","","достаточно"
"                Насос погружной дренажный для грязной воды Vitals aqua DP 713s","47609","1368","","достаточно"
"                Насос погружной дренажный для грязной воды Vitals aqua DPS 713s","47610","2072","","достаточно"
"                Насос погружной дренажный для чистой воды Vitals aqua DT 307s","47607","1109","","достаточно"
"                Насос погружной дренажный для чистой воды Vitals aqua DT 613s","47608","1333","","достаточно"
"            Насосы погружные скважинные","","","",""
"                Насос погружной скважинный вихревой Vitals aqua 4DV 2023-0.75r","47618","3505","","достаточно"
"                Насос погружной скважинный вихревой Vitals aqua 4DV 2023-0.75rc","48638","3182","","достаточно"
"                Насос погружной скважинный вихревой Vitals aqua 4DV 2032-1.3r","47619","5161","","достаточно"
"                Насос погружной скважинный вихревой Vitals aqua 4DV 2032-1.3rc","48639","4253","","достаточно"
"                Насос погружной скважинный центробежный Vitals aqua 3-10DCo 1728-0.6r","48640","3513","","достаточно"
"                Насос погружной скважинный центробежный Vitals aqua 3-15DCo 1938-0.8r","48641","4068","","достаточно"
"                Насос погружной скважинный центробежный Vitals aqua 3-20DCo 1647-1.0r","48642","4622","","достаточно"
"                Насос погружной скважинный центробежный Vitals aqua 3.5DC 1096-1.2r","47622","5393","","заканчиваются"
"                Насос погружной скважинный центробежный Vitals aqua 3.5DC 1542-0.65r","47620","3582","","достаточно"
"                Насос погружной скважинный центробежный Vitals aqua 3.5DC 1563-0.9r","47621","4237","","достаточно"
"                Насос погружной скважинный шнековый Vitals aqua 3.5DS 1048-0.5r","47614","2350","","достаточно"
"                Насос погружной скважинный шнековый Vitals aqua 3DS 1027-0.5r","48634","2273","","достаточно"
"                Насос погружной скважинный шнековый Vitals aqua 3DS 1231-0.6r","48635","2404","","достаточно"
"                Насос погружной скважинный шнековый Vitals aqua 3DS 1253-0.75r","48636","2700","","достаточно"
"                Насос погружной скважинный шнековый Vitals aqua 4DS 1260-0.75r","47615","2427","","достаточно"
"                Насос погружной скважинный шнековый Vitals aqua 4DS 1571-1.0r","48637","3216","","достаточно"
"                Насос погружной скважинный шнековый Vitals aqua 4DS 1578-1.1r","47617","3328","","заканчиваются"
"                Насос погружной скважинный шнековый Vitals aqua 4DS 2053-0.85r","47616","2696","","достаточно"
"        Опрыскиватели","","","",""
"            Мотоопрыскиватели","","","",""
"                Мотоопрыскиватель Limex PM 432b                                             ►НОВИНКА◄","50363","2766","","нет"
"                Мотоопрыскиватель ZIRKA OM-114T","43800","2315","","заканчиваются"
"                Мотоопрыскиватель ZIRKA OM-120","43801","2845","","заканчиваются"
"            Опрыскиватели SAMBO","","","",""
"                Опрыскиватель Sambo ОГ-112А","50546","230","","нет"
"                Опрыскиватель Sambo ОГ-112Б","50544","230","","в резерве"
"                Опрыскиватель Sambo ОГ-116А","50545","248","","нет"
"            Опрыскиватели ZIRKA","","","",""
"                Опрыскиватель ZIRKA ОГ-115","5806","386","","нет"
"                Опрыскиватель ZIRKA ОГ-116","5807","353","","нет"
"                Опрыскиватель ZIRKA ОГ-116-А","40417","320","","нет"
"                Опрыскиватель ZIRKA ОГ-212","47838","248","","достаточно"
"                Опрыскиватель ZIRKA ОГ-215","47872","290","","нет"
"                Опрыскиватель аккумуляторный ZIRKA ОА-216","43678","1286","","нет"
"                Опрыскиватель аккумуляторный ZIRKA ОА-316","43677","1979","","нет"
"                Опрыскиватель ОП-202","6261","51","","достаточно"
"                Опрыскиватель ОП-208","3596","221","","нет"
"                Опрыскиватель ОП-210","3387","224","","нет"
"        Паяльники","","","",""
"                 Паяльник пластиковых труб ""Кентавр ТСА-1000ГП3""","48651","328","","нет"
"                 Паяльник пластиковых труб ""Кентавр ТСА-1200Г""","40739","655","","нет"
"                 Паяльник пластиковых труб ""Кентавр ТСА-1200ГП6""","48650","555","","заканчиваются"
"                 Паяльник пластиковых труб ""Кентавр ТСА-1500Г""","40738","811","","нет"
"                 Паяльник пластиковых труб ""Кентавр ТСА-1500ГМ6""","48649Р","718","","достаточно"
"                 Паяльник пластиковых труб ""Кентавр ТСА-2000Г""","40737","1030","","нет"
"                 Паяльник пластиковых труб ""Кентавр ТСА-2000ГМ6"" (4 насадки)","50078","1030","","заканчиваются"
"                 Паяльник пластиковых труб ""Кентавр ТСА-2000ГМ6"" (6 насадок)","48648","936","","нет"
"                 Труборез для труб ПВХ ТПТ-42Г","48660","72","","заканчиваются"
"        Промышленные обогреватели ","","","",""
"            Обогреватель газовый Vitals GH-151","45782Р","2536","","заканчиваются"
"            Обогреватель газовый Vitals GH-301","45783Р","3019","","нет"
"            Обогреватель газовый Vitals GH-500","42164","46495","","нет"
"            Обогреватель газовый Vitals GH-501","45784Р","4600","","нет"
"            Обогреватель дизельный Vitals DH-200","42160","5917","","достаточно"
"            Обогреватель дизельный Vitals DH-300","42161","8660","","заканчиваются"
"            Обогреватель дизельный Vitals DHC-201","45779","24548","","заканчиваются"
"            Обогреватель дизельный Vitals DHC-301","45780","38123","","заканчиваются"
"            Обогреватель дизельный Vitals DHC-501","45781Р","55375","","заканчиваются"
"            Обогреватель дизельный Vitals DHC-801","45778","60099","","заканчиваются"
"            Тепловентилятор промышленный VITALS EH-150","42158","4830","","нет"
"            Тепловентилятор промышленный VITALS EH-20","42157","1076","","нет"
"            Тепловентилятор промышленный VITALS EH-21","45777","822","","нет"
"            Тепловентилятор промышленный VITALS EH-30","14191","1328","","достаточно"
"            Тепловентилятор промышленный VITALS EH-300","42159","7849","","нет"
"            Тепловентилятор промышленный VITALS EH-31","45776","1148","","заканчиваются"
"            Тепловентилятор промышленный VITALS EH-50","14192","1811","","заканчиваются"
"            Тепловентилятор промышленный VITALS EH-90","14193","2657","","заканчиваются"
"        Пылесосы садовые","","","",""
"            Пылесос садовый Vitals Master Lp 2412y","44101","993","","нет"
"        Сварочные аппараты","","","",""
"            Аксессуары к сварочным аппаратам ","","","",""
"                Зажим массы 300А","43529","44","","нет"
"                Зажим массы 300А профи","43530","69","","нет"
"                Зажим массы Н-2003А, 300А","45639","51","","нет"
"                Зажим массы Н-2003А, 300А (латунь)","45640","66","","нет"
"                Зажим массы Н-2004А, 500А","45641","72","","нет"
"                Зажим массы Н-2004А, 500А (латунь)","45642","99","","нет"
"                Электрододержатель 500 профи","43531","157","","нет"
"                Электрододержатель Н-1005, 300А","45648","73","","нет"
"                Электрододержатель Н-1005, 300А (латунь)","45649","167","","достаточно"
"                Электрододержатель Н-1006, 500А","45650","79","","нет"
"                Электрододержатель Н-1033, 300А","45645","78","","достаточно"
"                Электрододержатель Н-1033, 300А (латунь)","45646","139","","достаточно"
"                Электрододержатель Н-1034, 500А","45647","155","","достаточно"
"                Электрододержатель Н-1038, 300А","45643","54","","нет"
"                Электрододержатель Н-1039, 500А","45644","60","","нет"
"            Сварочные аппараты Vitals","","","",""
"                Сварочный аппарат ""Vitals Master Mi 3.2n MICRO""                 ","41370","3209","","достаточно"
"                Сварочный аппарат ""Vitals Master Mi 4.0n MICRO""                    ","41376","3500","","нет"
"                Сварочный аппарат ""Vitals Master Mi 5.0n MICRO""                      ","41377","4084","","нет"
"                Сварочный аппарат ""Vitals Mi 200m""                                        ","16165","4357","","нет"
"                Сварочный аппарат ""Vitals Mi 200md""                                      ","16166","4485","","заканчиваются"
"                Сварочный инвертор ""Vitals Professional Mi 160mt""                 ","40741","3678","","достаточно"
"                Сварочный инвертор ""Vitals Professional Mi 165mt""               ","40740","4096","","достаточно"
"                Сварочный инвертор ""Vitals Professional Mi 175mt""                  ","40742","4096","","достаточно"
"                Сварочный инвертор ""Vitals Professional Mi 200da""                 ","40338","4740","","достаточно"
"                Сварочный инвертор ""Vitals Professional Mi 200mt""                   ","40743","4365","","достаточно"
"                Сварочный инвертор ""Vitals Professional Mi 225da""                ","40339","5141","","нет"
"                Сварочный инвертор ""Vitals Professional Mi 250drt""                ","43158","7876","","заканчиваются"
"                Сварочный инвертор ""Vitals Professional Mi 300drt""              ","43159","11668","","достаточно"
"            Сварочные аппараты Кентавр","","","",""
"                Сварочный аппарат ""Кентавр СВ-200ТР""","48631","1564","","нет"
"                Сварочный аппарат ""Кентавр СВ-210М""","16167","3355","","нет"
"                Сварочный аппарат ""Кентавр СВ-210МК""","17101","3573","","нет"
"                Сварочный аппарат ""Кентавр СВ-210ТП""","48632","1721","","нет"
"                Сварочный аппарат ""Кентавр СВ-250ТП""","48633","1939","","заканчиваются"
"                Сварочный аппарат ""Кентавр СВ-250ТПК""","50438","2050","","заканчиваются"
"                Сварочный инвертор ""Кентавр СВ-180А""","40335","2516","","нет"
"                Сварочный инвертор ""Кентавр СВ-200А""","40336","2644","","нет"
"                Сварочный инвертор ""Кентавр СВ-200В""","41712","","","нет"
"                Сварочный инвертор ""Кентавр СВ-200Н""","50608","1532","","достаточно"
"                Сварочный инвертор ""Кентавр СВ-200НК""","50609","1642","","достаточно"
"                Сварочный инвертор ""Кентавр СВ-200ПГ""","41995","2735","","нет"
"                Сварочный инвертор ""Кентавр СВ-200РДК микрон""","43156","3063","","нет"
"                Сварочный инвертор ""Кентавр СВ-200С""","16214","2881","","нет"
"                Сварочный инвертор ""Кентавр СВ-200СА""","17398","3355","","нет"
"                Сварочный инвертор ""Кентавр СВ-200СД""","42353","2935","","нет"
"                Сварочный инвертор ""Кентавр СВ-200СК""","17397","3008","","нет"
"                Сварочный инвертор ""Кентавр СВ-200Т1""","46277","2165","","нет"
"                Сварочный инвертор ""Кентавр СВ-200Т1К""","46276","2332","","нет"
"                Сварочный инвертор ""Кентавр СВ-200ТД форсаж""","46278","2571","","нет"
"                Сварочный инвертор ""Кентавр СВ-205Т форсаж""","43689","2870","","нет"
"                Сварочный инвертор ""Кентавр СВ-205ТД форсаж""","43690","2571","","нет"
"                Сварочный инвертор ""Кентавр СВ-215А""","40337","2990","","нет"
"                Сварочный инвертор ""Кентавр СВ-230С""","17123","3920","","нет"
"                Сварочный инвертор ""Кентавр СВ-235ТД форсаж""","43691","3199","","нет"
"                Сварочный инвертор ""Кентавр СВ-250Н""","50610","1721","","достаточно"
"                Сварочный инвертор ""Кентавр СВ-250НДК""","50611","1861","","достаточно"
"                Сварочный инвертор ""Кентавр СВ-250НК""                                     ►НОВИНКА◄","51738","1807","","заканчиваются"
"                Сварочный инвертор ""Кентавр СВ-250ПГ""","41996","3209","","нет"
"                Сварочный инвертор ""Кентавр СВ-250РД""","43157","4467","","в резерве"
"                Сварочный инвертор ""Кентавр СВ-250С""","17122","4430","","нет"
"                Сварочный инвертор ""Кентавр СВ-250Т форсаж""","46279","2190","","нет"
"                Сварочный инвертор ""Кентавр СВ-250ТД форсаж""","46280","2251","","нет"
"                Сварочный инвертор ""Кентавр СВ-250ТДК форсаж""","46281","2963","","нет"
"                Сварочный инвертор ""Кентавр СВ-255ТД форсаж""","43692","4276","","нет"
"                Сварочный инвертор ""Кентавр СВ-270ТД форсаж""","46282","3379","","нет"
"                Сварочный инвертор ""Кентавр СВ-300ТД форсаж""","43693","4096","","нет"
"                Сварочный инвертор ""Кентавр СПАВ-200Н""","50605","5387","","достаточно"
"                Сварочный инвертор ""Кентавр СПАВ-200СД форсаж""","43462","6399","","нет"
"                Сварочный инвертор ""Кентавр СПАВ-200СДС форсаж""","43463","6997","","нет"
"                Сварочный инвертор ""Кентавр СПАВ-205В""","41713","5502","","нет"
"                Сварочный инвертор ""Кентавр СПАВ-205С""","17458","5980","","нет"
"                Сварочный инвертор ""Кентавр СПАВ-225В""","41714","5681","","нет"
"                Сварочный инвертор ""Кентавр СПАВ-225СД форсаж""","43464","6698","","нет"
"                Сварочный инвертор ""Кентавр СПАВ-225СДС форсаж""","43465","7326","","нет"
"                Сварочный инвертор ""Кентавр СПАВ-235С""","17459","6369","","нет"
"                Сварочный инвертор ""Кентавр СПАВ-250Н""","50607","5678","","достаточно"
"                Сварочный инвертор ""Кентавр СПАВ-250НДР""","50606","6115","","достаточно"
"                Сварочный инвертор ""Кентавр СПАВ-250СД форсаж""","43466","7385","","нет"
"                Сварочный инвертор ""Кентавр СПАВ-250СДС форсаж""","43467","8133","","нет"
"                Сварочный полуавтомат ""Кентавр СПА-175С""","16387","4336","","нет"
"                Сварочный полуавтомат ""Кентавр СПА-195H""","50616","3756","","заканчиваются"
"                Сварочный полуавтомат ""Кентавр СПА-195С""","16215","4545","","нет"
"                Сварочный полуавтомат ""Кентавр СПА-245H""","50612","4135","","заканчиваются"
"                Сварочный трансформатор ""Кентавр СТ-200С""","16216","1832","","нет"
"                Сварочный трансформатор ""Кентавр СТ-250С""","16388","2018","",""
"                Сварочный трансформатор ""Кентавр СТ-300С""","16389","2422","","нет"
"        Стабилизаторы напряжения","","","",""
"            Стабилизатор напряжения Vitals Rs 1000k","16431","3628","","нет"
"            Стабилизатор напряжения Vitals Rs 1001kd","16434","3956","","нет"
"            Стабилизатор напряжения Vitals Rs 100k","16430","675","","нет"
"            Стабилизатор напряжения Vitals Rs 101kd","16433","726","","нет"
"            Стабилизатор напряжения Vitals Rs 50k","16429","565","","нет"
"            Стабилизатор напряжения Vitals Rs 51kd","16432","616","","нет"
"            Стабилизатор напряжения Vitals Rsa 52k","16435","438","","нет"
"            Стабилизатор напряжения Vitals Rw 1002kd","43644","4336","","нет"
"            Стабилизатор напряжения Vitals Rw 201kd","42355","1112","","нет"
"            Стабилизатор напряжения Vitals Rw 501kd","42356","2261","","нет"
"            Стабилизатор напряжения Vitals Rw 801kd","43643","3887","","нет"
"            Стабилизатор напряжения Vitals Trs 1500kd","42357","13491","","нет"
"            Стабилизатор напряжения Vitals Trs 2000kd","42358","17101","","нет"
"            Стабилизатор напряжения Vitals Trs 3000kd","42359","20894","","нет"
"            Стабилизатор напряжения Vitals Ts 300kd","16436","2589","","нет"
"            Стабилизатор напряжения Vitals Ts 500kd","16437","3118","","нет"
"        Станки","","","",""
"            Станки точильные ""Кентавр""","","","",""
"                Станок точильный Кентавр ВТ-125С                                             ►НОВИНКА◄","50652","523","","достаточно"
"                Станок точильный Кентавр ВТ-125СК                                           ►НОВИНКА◄","50653","592","","достаточно"
"                Станок точильный Кентавр ВТА-150С                                           ►НОВИНКА◄","50654","577","","достаточно"
"                Станок точильный Кентавр ВТА-150СК                                         ►НОВИНКА◄","50655","643","","достаточно"
"                Станок точильный Кентавр ВТА-200СК                                         ►НОВИНКА◄","50656","957","","достаточно"
"        Станки для заточки цепей","","","",""
"            Станок для заточки цепей электрический ""Vitals Professional ZKA8511s""","51863","957","","достаточно"
"            Станок для заточки цепей электрический ""Vitals ZKA8510s""           ►НОВИНКА◄","51315","748","","достаточно"
"            Станок для заточки цепей электрический ""Кентавр СЗ-100""","41717","643","","достаточно"
"        Строительное оборудование","","","",""
"            Строительное оборудование ""Biedronka""","","","",""
"                Вибраторы глубинные и комплектующие ""Biedronka""","","","",""
"                    Вибробулава и гибкий вал 32ммх6м, комплект","16723","3319","","заканчиваются"
"                    Вибробулава и гибкий вал 38ммх6м, комплект","16724","3618","","заканчиваются"
"                    Вибробулава и гибкий вал 45ммх6м, комплект","16725","3887","","заканчиваются"
"                    Вибробулава и гибкий вал 50ммх6м, комплект","16726","4156","","заканчиваются"
"                    Вибробулава и гибкий вал 60ммх6м, комплект","16727","4575","","заканчиваются"
"                    Привод глубинного вибратора ""Biedronka WB3600D""","16785","12767","","достаточно"
"                Виброплиты ""Biedronka""","","","",""
"                    Виброплита ""Biedronka PW16030K2""","14796","44469","","в резерве"
"                    Виброплита ""Biedronka PW27038RK""","16721","98469","","в резерве"
"                    Виброплита ""Biedronka PW8012BK""","41844","22248","","в резерве"
"                    Виброплита ""Biedronka PW8012K""","14792","21276","","нет"
"                    Виброплита ""Biedronka PW8813BK""","14793","23285","","нет"
"                    Виброплита ""Biedronka PW8813BZK""","14794","24786","","нет"
"                    Виброплита ""Biedronka PW9515BK""","14795","25731","","нет"
"                Виброрейки ""Biedronka""","","","",""
"                    Виброрейка ""Biedronka LWB1260""","41845","20007","","нет"
"                    Рейка алюминиевая 2,4м LWB1260","41847","2889","","нет"
"                    Рейка алюминиевая 3,0м LWB1260","41848","3348","","нет"
"                    Рейка алюминиевая 3,7м LWB1260","41849","4266","","нет"
"                    Рейка алюминиевая 4,3м LWB1260","41850","4752","","нет"
"                    Рейка алюминиевая 4,9м LWB1260","41851","5076","","нет"
"                Вибротрамбовки ""Biedronka""","","","",""
"                    Вибротрамбовка ""Biedronka UW7814K""","16722","36855","","нет"
"                    Вибротрамбовка ""Biedronka UW8010K""","14797","32724","","нет"
"                    Вибротрамбовка ""Biedronka UW8214FLK""","44417","44469","","нет"
"                Машины затирочные ""Biedronka""","","","",""
"                    Диск затирочный ф 100см","16791","1917","","заканчиваются"
"                    Диск затирочный ф 60см","16789","1107","","заканчиваются"
"                    Диск затирочный ф 90см","16790","1728","","заканчиваются"
"                    Лопасти затирочные 150х270х1,5мм, комплект 4шт","16786","648","","заканчиваются"
"                    Лопасти затирочные 150х350х1,5мм, комплект 4шт","16787","729","","заканчиваются"
"                    Лопасти затирочные 150х450х1,5мм, комплект 4шт","16788","891","","заканчиваются"
"                    Машина затирочная ""Biedronka ZB120K""","16718","38124","","заканчиваются"
"                    Машина затирочная ""Biedronka ZB60K""","16716","27324","","заканчиваются"
"                    Машина затирочная ""Biedronka ZB90K""","16717","28593","","нет"
"                Машины фрезеровальные ""Biedronka""","","","",""
"                    Машина фрезеровальная по бетону ""Biedronka FB2003K""","41852","40338","","заканчиваются"
"                Машины шлифовальные ""Biedronka""","","","",""
"                    Машина шлифовальная по бетону ""Biedronka SB5003K""","41853","40986","","заканчиваются"
"                Шовнарезчики ""Biedronka""","","","",""
"                    Диск отрезной по асфальту с алмазным напылением (d=350mm) ","39384","1917","","достаточно"
"                    Диск отрезной по асфальту с алмазным напылением (d=450mm) ","39388","2862","","заканчиваются"
"                    Диск отрезной по асфальту с алмазным напылением (d=500mm) ","39386","3807","","достаточно"
"                    Диск отрезной по бетону с алмазным напылением (d=350mm) ","39383","1917","","достаточно"
"                    Диск отрезной по бетону с алмазным напылением (d=450mm) ","39387","2862","","заканчиваются"
"                    Диск отрезной по бетону с алмазным напылением (d=500mm) ","39385","3807","","заканчиваются"
"                    Шовнарезчик ""Biedronka PZ1250K""","16720","42255","","достаточно"
"                    Шовнарезчик ""Biedronka PZ1345K""","16719","37476","","заканчиваются"
"                    Шовнарезчик ""Biedronka PZ7035K""","38730","22707","","достаточно"
"            Строительное оборудование","","","",""
"                Вибраторы глубинные и комплектующие ""Кентавр""","","","",""
"                    Вибратор глубинный для бетона ""Кентавр ВБР0801Э""","40346","700","","нет"
"                    Вибратор глубинный для бетона ""Кентавр ВБР1401Э""","40351","2691","","нет"
"                    Вибратор глубинный для бетона ""Кентавр ВБР1501Э""","40342","3610","","нет"
"                    Вибратор глубинный для бетона ""Кентавр ВБР1502Э""","40360","2396","","нет"
"                    Вибратор глубинный для бетона ""Кентавр ВБР1601Э""","40352","2849","","нет"
"                    Вибратор глубинный для бетона ""Кентавр ВБР1602Э""","45774","2849","","нет"
"                    Вибратор глубинный для бетона ""Кентавр ВБР2001Э""","45768","3824","","заканчиваются"
"                    Вибратор глубинный для бетона ""Кентавр ВБР2002Э""","45775","2990","","достаточно"
